,Clase.Original,Clase.LSTM,Certeza.Maxima,pr.intrusion,pr.reparacion,pr.marketing,pr.visitada,pr.sin_realizar,pr.seguridad,pr.ok_equipo,pr.sin_tarea,texto
364,seguridad,seguridad,"0,979065299",[0.00012480957],[0.00015572773],[0.006054288],[0.011718246],[0.0028344449],[0.9790653],[5.3210015e-06],[4.1982843e-05],[' en lugar de referencia se verifico medidor monofasico n estados se realizo prueba de funcionamiento medidor funciona normal con acometida normal se cambio marco y tapa monofasica rectangular y se dejo normalizado ']
365,reparacion,sin_tarea,"0,6993788481",[0.003955964],[0.0063071903],[0.24885021],[0.011408811],[0.0063899965],[0.0022480083],[0.021460976],[0.69937885],[' realizada d ']
366,intrusion,seguridad,"0,472202003",[0.15652876],[0.13557404],[0.18066947],[0.026481362],[0.026417544],[0.472202],[0.0018979681],[0.00022889825],[' falta tapa cerradura rota acometida deficiente']
367,ok_equipo,marketing,"0,6387640834",[0.034144998],[0.04308585],[0.6387641],[0.1675082],[0.020593496],[0.0600966],[0.0081701195],[0.027636599],[' inspeccion monofasica']
368,ok_equipo,seguridad,"0,9713295698",[0.0002692421],[0.0006506174],[0.007640816],[0.008630607],[0.01141376],[0.97132957],[2.3377537e-05],[4.204708e-05],[' se realizo inspeccion a medidor monofasico normal se cambio tapa de la tarea y tapa lindera ']
369,intrusion,sin_realizar,"0,6975480318",[0.052143265],[0.011733034],[0.04691778],[0.0015710351],[0.69754803],[0.18724626],[0.0022388296],[0.000601778],[' verificacion de medidor monofasico con cambio de cable concentrico deterioradoinstalacion de tapa y termomagnetica']
370,seguridad,sin_realizar,"0,9783765078",[0.010431691],[0.00044714953],[0.002128821],[7.0935595e-05],[0.9783765],[0.008204359],[0.00015584883],[0.00018471341],[' se cambio medidor con error admisible se coloca tapase coloco tapa trifasica']
371,seguridad,visitada,"0,5276250243",[0.006097498],[0.062312666],[0.3331255],[0.527625],[0.004305596],[0.050177637],[0.008157945],[0.0081980955],[' casa vacia normal app']
372,intrusion,sin_realizar,"0,9347245693",[0.016157886],[0.00042360072],[0.0043730075],[0.00025458727],[0.93472457],[0.043609325],[0.00019400349],[0.00026297753],[' o o o o o verificacion aerea y de error cambio de tapa y termica se normalizo neutro interrumpido sin tapa de bornera estado medidor tapa rota']
373,ok_equipo,visitada,"0,7246975303",[0.00021444327],[0.0010243979],[0.015367549],[0.72469753],[0.000785074],[0.257714],[9.327957e-05],[0.00010364638],[' m sin fraude dime se realiza verificacion completa no se encuentran irregularidades medidor funciona correctamente se instala tapa y marco monofasico ']
374,seguridad,marketing,"0,6707594991",[0.010398853],[0.023349496],[0.6707595],[0.1390288],[0.015122423],[0.02350801],[0.01638387],[0.101448976],[' estado ']
375,intrusion,intrusion,"0,9286640882",[0.9286641],[0.017683933],[0.039059315],[0.00022272456],[0.011323379],[0.0019635253],[0.00037483525],[0.0007081423],[' operativo mr paso del rey fase a fase']
376,ok_equipo,seguridad,"0,8478609324",[0.0011861522],[0.0010300212],[0.015451654],[0.12966357],[0.004675169],[0.84786093],[3.151283e-05],[0.00010100873],[' sin anomalia constatada cambio tapa de habitaculo ']
377,reparacion,marketing,"0,7309787869",[0.01746873],[0.02744228],[0.7309788],[0.0882449],[0.019792087],[0.02044655],[0.017657587],[0.077969044],[' at']
378,marketing,sin_realizar,"0,9849978089",[0.0050600814],[0.00017442634],[0.00082104636],[0.000113453665],[0.9849978],[0.008444736],[0.00015349781],[0.00023475906],[' se cambio medidor recategorizado n por medidor t n se cambio acometida trifasica trifasica no correspondiente que la tarifa se coloco termica a y tapa rectangular grande se coloco pipeta']
379,ok_equipo,intrusion,"0,9922198653",[0.99221987],[0.0006017288],[0.0012863185],[5.150129e-06],[0.0056245225],[5.3541353e-05],[0.00014333439],[6.544795e-05],[' se verifico medidor con neutro flojo en la bornera se normalizo se cambio cable de derivacion y se cambio caja antihurto y se cambio tapa a medidor lindero numero quedo normalizado cerrado y sellado']
380,ok_equipo,visitada,"0,3392715156",[0.0038955358],[0.23825508],[0.27175957],[0.33927152],[0.0014873088],[0.039780628],[0.10485104],[0.0006992608],[' se realizo verificacion completa con calculo de error no se encontraron anomalias ni directos se coloco caja anti hurto']
381,intrusion,seguridad,"0,654980123",[0.20353955],[0.038811207],[0.059239827],[0.008734596],[0.033835247],[0.6549801],[0.0007591655],[0.00010031163],[' se realiza ramal hasta poste de cruce se coloca caja trampa se coloca termomagnetica y pipeta armablecaja trampa']
382,reparacion,sin_realizar,"0,9833217859",[0.010087066],[0.0002594703],[0.0018538691],[5.9052527e-05],[0.9833218],[0.0037940268],[0.00025035013],[0.00037428172],[' se retiro peligro se cambio medidor monofasico quemado en bornera cliente quedo con problema interno ']
383,intrusion,seguridad,"0,4947833419",[0.08705659],[0.040799815],[0.24878296],[0.07717802],[0.04845574],[0.49478334],[0.0009058061],[0.0020377422],[' se coloco caja antihurto']
384,seguridad,seguridad,"0,434263885",[0.0058432496],[0.013123914],[0.26685542],[0.2300638],[0.039466634],[0.43426389],[0.0027280964],[0.007655011],[' tapa opaca deteriorada']
385,ok_equipo,visitada,"0,8628289104",[0.0006033108],[0.09036789],[0.03320288],[0.8628289],[3.0842195e-05],[0.0054754666],[0.007379434],[0.000111266],[' verificacion normal encargado manifiesta que no vive nadie en el departamento hace un año aproximado']
386,seguridad,marketing,"0,4101307988",[0.068149105],[0.046598203],[0.4101308],[0.04580824],[0.13441439],[0.2870527],[0.0027816626],[0.0050648977],[' se cambio caja plastica']
387,ok_equipo,seguridad,"0,9800332189",[7.391888e-05],[0.00013839424],[0.0038641647],[0.014155976],[0.0017072109],[0.9800332],[4.4729454e-06],[2.261537e-05],[' carga a verifica t aerea normal cambio marco y tapa rectangular chica termica a verifica funcionamiento y error normal estado se cambio pipeta se deja precintado ']
388,ok_equipo,marketing,"0,6480501294",[0.03947531],[0.053075187],[0.6480501],[0.016011601],[0.042055104],[0.01148802],[0.018550893],[0.17129372],[' se encontro medidor trifasico numero estado ']
389,ok_equipo,seguridad,"0,9230217338",[0.002052116],[0.0031694213],[0.016744299],[0.0031574443],[0.05170884],[0.92302173],[9.611096e-05],[5.0160706e-05],[' se realizo verificacion y se cambio tapa rectangular monofasico por y termica en puntual']
390,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
391,intrusion,seguridad,"0,932469964",[0.0015630705],[0.0016945754],[0.040148754],[0.017463103],[0.00638508],[0.93246996],[3.892484e-05],[0.00023642446],[' se verifico medidor con acometida defectuosa y sin tapa de bornera se realizo verificacion t en sitio se coloco caja antihurto termica pipeta se cambio acometida con cruce y normaliza cliente con medidor n moreno astudillo']
392,intrusion,intrusion,"0,99869591",[0.9986959],[0.0004321111],[0.0005434563],[2.6083499e-06],[0.00025997427],[4.3310083e-05],[1.914395e-05],[3.4274276e-06],[' durante la verificacion se encontro con directo desde linea se normalizo la anomalia y se instalo caja antihurto se confecciona acta de comprobacion']
393,seguridad,ok_equipo,"0,5297494531",[0.017895002],[0.35142627],[0.0928779],[0.005630641],[0.00053334626],[0.0014409039],[0.52974945],[0.00044647785],[' sin medidor y sin acciones de morosidad no se pudo realizar caño de entrada instruido se informo a cliente para reparar el mismo cliente en directo']
394,intrusion,seguridad,"0,7668444514",[0.024131084],[0.042383697],[0.122428715],[0.0163693],[0.027260099],[0.76684445],[0.00035878125],[0.00022385857],[' se coloco caja antihurto en caja de medidor monofasico existente']
395,ok_equipo,visitada,"0,8143348098",[0.002223542],[0.0072208904],[0.14302674],[0.8143348],[0.001780231],[0.023968652],[0.0019101951],[0.0055348733],[' sin anomalia']
396,ok_equipo,seguridad,"0,973541975",[0.00035678397],[0.0002703205],[0.003759735],[0.018868685],[0.003180363],[0.973542],[5.4065417e-06],[1.670328e-05],[' se encuentra normal hace cambio tapa y termica']
397,seguridad,seguridad,"0,6762056351",[0.009207093],[0.0416863],[0.16156755],[0.08684594],[0.022716722],[0.67620564],[0.00095440744],[0.00081636896],[' tapa toma tapa habitaculo']
398,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
399,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
400,intrusion,marketing,"0,723462522",[0.08639224],[0.03269609],[0.7234625],[0.034243207],[0.024787653],[0.015276999],[0.011793548],[0.07134776],[' obligado directo']
401,ok_equipo,ok_equipo,"0,4593973756",[0.0054592937],[0.21802995],[0.2837394],[0.013375962],[0.0072262734],[0.007823709],[0.45939738],[0.004948074],[' nuevo propietario manifiesta no tener en su poder el medidor']
402,seguridad,seguridad,"0,6680446863",[0.04498081],[0.008497784],[0.0932097],[0.021278659],[0.16246828],[0.6680447],[0.00038942086],[0.0011306469],[' adecuacion de habitaculo y cambio de tapa']
403,ok_equipo,ok_equipo,"0,6605760455",[0.0042436784],[0.13724856],[0.17781715],[0.009281173],[0.0012202669],[0.0017172284],[0.66057605],[0.007895986],[' se visito en reiteradas ocasiones sin tener acceso ']
404,ok_equipo,ok_equipo,"0,9373093247",[0.00018135071],[0.05938191],[0.0027086206],[0.00017313189],[2.3425559e-05],[7.679597e-05],[0.9373093],[0.00014550275],[' mas datos para el ingreso al predio ya que solo contamos con datos de piso y departamento no tenemos dato de torre y el titular es la empresa constructora que realizo el edificio no el nombre de inquilino o propietario']
405,seguridad,seguridad,"0,954099834",[0.00043217142],[0.0015867745],[0.014511487],[0.021296734],[0.007966855],[0.95409983],[6.617685e-05],[3.9927014e-05],[' se verifico medidor realizo control no se registran anomalias al momento de la inspeccion cambio tapa sello habitaculo en venta tapa opaca']
406,ok_equipo,visitada,"0,9215590954",[0.0007671844],[0.0026357246],[0.030780628],[0.9215591],[0.00020044108],[0.043624036],[0.00015561463],[0.00027730915],[' carga a inspeccion completa medidor sin anomalias y dentro d parametros normales se fijo y precinto ']
407,seguridad,seguridad,"0,8441069126",[0.0007769546],[0.002094661],[0.02281024],[0.12704603],[0.0030780316],[0.8441069],[3.2423977e-05],[5.4797376e-05],[' la medicion se encontro normal se cambio tapa por svp es una sociedad de fomento deshabitada']
408,intrusion,marketing,"0,6923643947",[0.023545586],[0.021780768],[0.6923644],[0.041129544],[0.029411709],[0.01584611],[0.014485257],[0.16143663],[' echichurry gonzales numero de movil ']
409,ok_equipo,marketing,"0,5954636931",[0.008736487],[0.027608128],[0.5954637],[0.24582721],[0.012689633],[0.03074431],[0.028627157],[0.050303318],[' casa din habitar en venta']
410,intrusion,seguridad,"0,4789549708",[0.032451384],[0.017878436],[0.2585569],[0.15079753],[0.055110503],[0.47895497],[0.0011998599],[0.005050414],[' instalacion de caja antihurto']
411,seguridad,reparacion,"0,6177764535",[0.003982784],[0.61777645],[0.037699472],[0.018925812],[0.0010170303],[0.020533236],[0.29981482],[0.00025041885],[' se verifica medidor monofasico y conexion no se observa anomalias ni conexiones directas se cambio tapa tapa opaca']
412,intrusion,intrusion,"0,9966388941",[0.9966389],[0.00091582094],[0.0010858191],[3.545989e-06],[0.0012387205],[4.2146487e-05],[6.0813134e-05],[1.4211417e-05],[' operativo anomalias derivacion clandestina en caño pilar observaciones se normalizo movil ayudante legajo ramal defectuoso']
413,reparacion,sin_realizar,"0,485722661",[0.05587386],[0.021413442],[0.32994977],[0.008743683],[0.48572266],[0.07670315],[0.004417522],[0.017175926],[' se cambio medidor monofasico ']
414,seguridad,seguridad,"0,9807295203",[0.00021348824],[0.00019831563],[0.004628712],[0.007578526],[0.0066250875],[0.9807295],[5.0748704e-06],[2.132893e-05],[' o o o verificacion aerea y de error instalacion de caja antihurto estado medidor instalacion caja antihurto']
415,seguridad,seguridad,"0,9752002358",[0.00013183967],[0.00013723965],[0.006833216],[0.014885734],[0.0027369538],[0.97520024],[9.1276825e-06],[6.5604654e-05],[' comentarios en plantilla de svpse verifica el lugar de referencia funcionamiento de medidor numero estado normal neutro conexionado y acometida normal se cambia tapa rectangular chica pipeta termica se utiliza metros cable unipolar se cambia alambres pref en mal estado se veri']
416,seguridad,seguridad,"0,6677084565",[0.00966481],[0.0037179985],[0.041645225],[0.006694807],[0.2700445],[0.66770846],[0.0002520214],[0.00027218726],[' se cambio tapa por y termica por se realizo inspeccion visual por ']
417,seguridad,marketing,"0,4412775338",[0.010059975],[0.0819626],[0.44127753],[0.3655208],[0.0059670634],[0.030824201],[0.03228597],[0.032101847],[' se verifico el medidor se encontraba sin anomaliacerradura rota']
418,reparacion,sin_realizar,"0,9870591164",[0.0034857488],[0.00018801818],[0.0024081043],[0.00011791781],[0.9870591],[0.00609176],[0.00021567577],[0.00043362394],[' se realizo prueba de funcionamiento comparacion de carga con carga propia prueba de arranque y vacio medidor sin anomalias se tomo estado y se cambio medidor obsoleto se dejo precintado fotos ver planilla dimetapa con defecto en perno']
419,intrusion,marketing,"0,6541796327",[0.047834054],[0.059651986],[0.65417963],[0.17348455],[0.0061471397],[0.018323716],[0.010339185],[0.03003979],[' sin precinto']
420,seguridad,visitada,"0,5686886311",[0.005205041],[0.011357838],[0.15340523],[0.56868863],[0.005406954],[0.25394228],[0.0006491785],[0.0013447924],[' se verifica normal se coloca tapatapa y marco']
421,marketing,marketing,"0,5586302876",[0.011990907],[0.25973365],[0.5586303],[0.017167062],[0.0029203116],[0.0034329689],[0.12339606],[0.022728758],[' error datos comerciales']
422,seguridad,reparacion,"0,9926555157",[0.0006193016],[0.9926555],[0.0011491753],[0.0007320335],[8.672221e-06],[0.00018924457],[0.004636705],[9.428054e-06],[' se suspende medidor de altura dejando monoposte que ofrece peligro fuera de servicio se avisa a oficina par a intimar al cliente que adecue monoposte suspendido por svp']
423,reparacion,sin_realizar,"0,97387743",[0.005422654],[0.00033607084],[0.007531511],[0.00025021986],[0.97387743],[0.008186062],[0.00024941174],[0.004146614],[' cambio de medidor quemado colocado retirado estado ']
424,reparacion,sin_realizar,"0,8433815837",[0.044115607],[0.005379624],[0.070220426],[0.00070835993],[0.8433816],[0.021405825],[0.002620046],[0.012168577],[' se coloco nuevo medidor en reemplazo de medidor quemado']
425,intrusion,intrusion,"0,6483848691",[0.64838487],[0.020526147],[0.24655756],[0.0016625875],[0.05052767],[0.0047028163],[0.0018548284],[0.02578343],[' fase a fase normalizado']
426,ok_equipo,sin_tarea,"0,9656373858",[0.0009219647],[0.0011735341],[0.02602748],[0.0018373495],[0.001147709],[0.0005340937],[0.0027204887],[0.9656374],[' trabajo ya realizado por otro movil el medidor n estado ']
427,intrusion,intrusion,"0,9959238768",[0.9959239],[0.00041356968],[0.0009052579],[2.3840507e-06],[0.00266649],[5.4667966e-05],[1.6158649e-05],[1.7517244e-05],[' medidor funcionam fase por fase se normalizo irregularidad se normalizo svp']
428,reparacion,sin_realizar,"0,6878814101",[0.026231093],[0.00690824],[0.04621256],[0.004087734],[0.6878814],[0.22569293],[0.0013997793],[0.0015862251],[' se traspaso acometida de bornera a llave termica se cambio llave termica con cableado y tapa capilla chica se precinto y sello ']
429,reparacion,sin_realizar,"0,9936023355",[0.0029893685],[7.1557544e-05],[0.0006403134],[3.4766304e-05],[0.99360234],[0.002326761],[8.806128e-05],[0.00024694452],[' se cambio medidor monofasico por display averiado y se cambio tapa lindera al medidor numero por svp']
430,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
431,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
432,intrusion,intrusion,"0,9961134195",[0.9961134],[0.0005264645],[0.00097428355],[4.339494e-06],[0.0022220402],[0.00013616981],[1.543257e-05],[7.774406e-06],[' se encontro un conexion de fase por fase se normaliza y se cambia la caja antihurto']
433,seguridad,marketing,"0,3355645537",[0.20893192],[0.15027685],[0.33556455],[0.03715071],[0.04356525],[0.21896507],[0.0041257986],[0.0014198238],[' falta tapa cerradura rota']
434,reparacion,sin_realizar,"0,8313769698",[0.029965341],[0.0018333533],[0.08054939],[0.0020113222],[0.83137697],[0.04007912],[0.003002205],[0.011182258],[' movil nombre caceres accion verificacion completa de medidor convencional se cambio medidor obsoleto legajo ayudante ']
