clase_original,texto_original,texto_etl,texto_corregido,id_clase
seguridad,Se verificó medidor realizó control no se registran anomalías al momento de la inspección cambio tapa sello habitáculo.  En venta.Tapa opaca,verifico medidor realizo control no registran anomalia momento inspeccion cambio tapa sello habitaculo venta tapa opaca, se verifico medidor realizo control no se registran anomalias al momento de la inspeccion cambio tapa sello habitaculo en venta tapa opaca,5
ok_equipo,Carga0A. Inspección completa. Medidor sin anomalías y dentro d parámetros normales. Se fijó y precintó.,carga inspeccion completa medidor sin anomalia dentro parametros normales fijo precinto, carga a inspeccion completa medidor sin anomalias y dentro d parametros normales se fijo y precinto ,6
seguridad,"La medición se encontró normal,se cambio tapa por SVP. Es una sociedad de fomento deshabitada",medicion encontro normal cambio tapa seguridad via publica sociedad fomento deshabitada, la medicion se encontro normal se cambio tapa por svp es una sociedad de fomento deshabitada,5
intrusion,"ECHICHURRY 
GONZALES 13748
NRO de MOVIL 307",numero, echichurry gonzales numero de movil ,0
ok_equipo,"Casa din habitar,en venta",casa din habitar venta, casa din habitar en venta,6
intrusion,Instalación de caja antihurto,instalacion caja antihurto, instalacion de caja antihurto,0
seguridad,Se verif med monof y conex . No se observa anomalías ni conexiones directas..se cbio tapa.Tapa opaca,verifico medidor monofasico conexion no observa anomalia ni conexiones directo cambio tapa tapa opaca, se verifica medidor monofasico y conexion no se observa anomalias ni conexiones directas se cambio tapa tapa opaca,5
intrusion,"""Operativo ""
Anomalías:derivación clandestina en caño Pilar 
Obsevaciones:se normalizó 
Movil:603 
Ayudante legajo:515148Ramal defectuoso",operativo anomalia derivacion clandestina caño pilar observacion normalizo ramal defectuoso, operativo anomalias derivacion clandestina en caño pilar observaciones se normalizo movil ayudante legajo ramal defectuoso,0
reparacion,Se cambió medidor monof.,cambio medidor monofasico, se cambio medidor monofasico ,1
seguridad,"O111302 O111319 O111322 
Verificación aérea y de error 
Instalación de caja antihurto 
Estado medidor 7584Instalación caja antihurto",verificacion aerea error instalacion caja antihurto estado medidor instalacion caja antihurto, o o o verificacion aerea y de error instalacion de caja antihurto estado medidor instalacion caja antihurto,5
seguridad,Comentarios en plantilla de SVPSe verifica el lugar de referencia funcionamiento de medidor número 5288948 estado 79731 normal neutro conexionado y acometida normal se cambia tapa rec chica pipeta . Térmica se utiliza 1 mts cable unipolar se cambia alambres pref en mal estado . Se veri,comentarios plantilla svpse verifico lugar referencia funcionamiento medidor numero estado normal neutro conexionado acometida normal cambio tapa rectangular chica pipeta termica utiliza metros cable unipolar cambio alambres pref mal estado veri, comentarios en plantilla de svpse verifica el lugar de referencia funcionamiento de medidor numero estado normal neutro conexionado y acometida normal se cambia tapa rectangular chica pipeta termica se utiliza metros cable unipolar se cambia alambres pref en mal estado se veri,5
seguridad,Se cambió tapa X3 y termica X2. Se realizó inspección visual X3.,cambio tapa termica realizo inspeccion visual, se cambio tapa por y termica por se realizo inspeccion visual por ,5
seguridad,Se verificó el medidor 157661 se encontraba sin anomalíaCerradura rota,verifico medidor encontraba sin anomaliacerradura rota, se verifico el medidor se encontraba sin anomaliacerradura rota,5
reparacion,Se realizó prueba de funcionamiento comparación de carga con carga propia prueba de arranque y vacío med sin anomalías . Se tomó estado  y se cambio medidor obsoleto se dejó precintado fotos ver planilla DimeTapa con defecto en perno,realizo prueba funcionamiento comparacion carga con carga propia prueba arranque vacio medidor sin anomalia tomo estado cambio medidor obsoleto dejo precintado foto ver planilla dimetapa con defecto perno, se realizo prueba de funcionamiento comparacion de carga con carga propia prueba de arranque y vacio medidor sin anomalias se tomo estado y se cambio medidor obsoleto se dejo precintado fotos ver planilla dimetapa con defecto en perno,1
intrusion,Sin Precinto,sin precinto, sin precinto,0
seguridad,"Se verifica normal .,se coloca tapaTapa y marco",verifico normal coloca tapatapa marco, se verifica normal se coloca tapatapa y marco,5
marketing,ERROR DATOS COMERCIALES,error datos comerciales, error datos comerciales,2
seguridad,se suspende medidor de altura dejando monoposte que ofrece peligro fuera de servicio. Se avisa a oficina par a intimar al cliente que adecue monoposte.Suspendido por svp,suspende medidor altura dejando monoposte ofrece peligro fuera servicio avisa oficina par intimar cliente adecue monoposte suspendido seguridad via publica, se suspende medidor de altura dejando monoposte que ofrece peligro fuera de servicio se avisa a oficina par a intimar al cliente que adecue monoposte suspendido por svp,5
reparacion,"Cambio de Medidor quemado 
Colocado 17449017
Retirado 9472322
Estado 88238.5",cambio medidor quemado colocado retirado estado, cambio de medidor quemado colocado retirado estado ,1
reparacion,Se colocó nuevo medidor en reemplazo de medidor quemado,coloco nuevo medidor reemplazo medidor quemado, se coloco nuevo medidor en reemplazo de medidor quemado,1
intrusion,Fase a fase normalizado,fase fase normalizado, fase a fase normalizado,0
ok_equipo,Trabajo ya realizado por otro móvil el 12/07/19 ...med N 17340063 estado 00621 - 00091,trabajo ya realizada medidor estado, trabajo ya realizado por otro movil el medidor n estado ,6
intrusion,"Medidor funcionam fase x fase se normalizó irregularidad 
Se normalizó svp",medidor funcionam fase fase normalizo irregularidad normalizo seguridad via publica, medidor funcionam fase por fase se normalizo irregularidad se normalizo svp,0
reparacion,"Se traspaso acometida de bornera a llave térmica, Se cambió llave térmica con cableado  y tapa capilla chica , se precinto y selló.",traspaso acometida bornera llave termica cambio llave termica con cableado tapa capilla chica precinto sello, se traspaso acometida de bornera a llave termica se cambio llave termica con cableado y tapa capilla chica se precinto y sello ,1
reparacion,Se cambió medidor monofasico por display averiado y se cambió tapa lindera al medidor nro 6453445 por SVP,cambio medidor monofasico display averiado cambio tapa lindera medidor numero seguridad via publica, se cambio medidor monofasico por display averiado y se cambio tapa lindera al medidor numero por svp,1
ok_equipo,NORMAL,normal, normal,6
ok_equipo,NORMAL,normal, normal,6
intrusion,"Se encontro un conección de face por face , se normalisa y se cambia la caja antihurto",encontro conexion fase fase normalizo cambio caja antihurto, se encontro un conexion de fase por fase se normaliza y se cambia la caja antihurto,0
seguridad,"Falta tapa, cerradura rota",falta tapa cerradura rota, falta tapa cerradura rota,5
reparacion,"Movil:363 
Nombre: cáceres 
Acción: verificación completa de medidor convencional, se cambio medidor obsoleto. 
Legajo ayudante: 13238",accion verificacion completa medidor convencional cambio medidor obsoleto, movil nombre caceres accion verificacion completa de medidor convencional se cambio medidor obsoleto legajo ayudante ,1
ok_equipo,"Se fija medidor, in situ",fija medidor interno sitio, se fija medidor interno sitio,6
ok_equipo,Se verifico medidor normal. Se cambio tapa,verifico medidor normal cambio tapa, se verifico medidor normal se cambio tapa,6
seguridad,Se realizó inspección completa se cambió tapa se adecuó habitáculo se precinto y selló.,realizo inspeccion completa cambio tapa adecuo habitaculo precinto sello, se realizo inspeccion completa se cambio tapa se adecuo habitaculo se precinto y sello ,5
intrusion,"Verificación completa t1, cambio de acometida, cambio de tapa de habitáculo, retiro de conexión clandestina, verificación insitu, estado 39782/12956.Tapa de habitáculo rota",verificacion completa cambio acometida cambio tapa habitaculo retiro conexion clandestina verificacion sitio estado tapa habitaculo rota, verificacion completa t cambio de acometida cambio de tapa de habitaculo retiro de conexion clandestina verificacion en sitio estado tapa de habitaculo rota,0
seguridad,Se colocó tapa,coloco tapa, se coloco tapa,5
reparacion,Se cambió tapa,cambio tapa, se cambio tapa,1
ok_equipo,Se realizo inspección y se encontró normal. Cbio de tapa,realizo inspeccion encontro normal cambio tapa, se realizo inspeccion y se encontro normal cambio de tapa,6
intrusion,Se encontró cliente directo en bornera. Se normalizó. Se cbio caja antihurto y térmica. Se precinto.,encontro cliente directo bornera normalizo cambio caja antihurto termica precinto, se encontro cliente directo en bornera se normalizo se cambio caja antihurto y termica se precinto ,0
seguridad,tapa trifasica,tapa trifasica, tapa trifasica,5
intrusion,"Cambio de medidor y acometida en mal estado nuevo medidor número 17366766
Sulle13808 Ovejero14791Tapa",cambio medidor acometida mal estado nuevo medidor numero ovejero tapa, cambio de medidor y acometida en mal estado nuevo medidor numero sulle ovejero tapa,0
seguridad,Sé verifico medidor nro 12001188. Estado 32115. Prueba de potencia normal. Medidor normal. Acometida normal. Sé cambio caja antihurto recta monof. Sé coloco tapa recta monof en habit.lindero por seg.en via publica. Pipeta. 1sellador,verifico medidor numero estado prueba potencia normal medidor normal acometida normal cambio caja antihurto rectangular monofasico coloco tapa rectangular monofasico habitaculo lindero seg via publica pipeta sellador, se verifico medidor numero estado prueba de potencia normal medidor normal acometida normal se cambio caja antihurto rectangular monofasico se coloco tapa rectangular monofasico en habitaculo lindero por seg en via publica pipeta sellador,5
ok_equipo,ae reviso medidor y sus conexiones no se encuentro ninguna anomalia realizo comparación de carga cambio caja antihurto dejo normal,ae reviso medidor conexiones no encontro ninguna anomalia realizo comparacion carga cambio caja antihurto dejo normal, ae reviso medidor y sus conexiones no se encontro ninguna anomalia realizo comparacion de carga cambio caja antihurto dejo normal,6
ok_equipo,"Medidor sin anomalía t1 in situ colocación de tapa y térmica.
Foto sacada con Wom y la tarea se borró.",medidor sin anomalia interno sitio colocacion tapa termica foto sacada con wom tarea borro, medidor sin anomalia t interno sitio colocacion de tapa y termica foto sacada con wom y la tarea se borro ,6
reparacion,AT,cambio medidor, at,1
intrusion,Medidor manipulado numerador sin presintos,medidor manipulado numerador sin precinto, medidor manipulado numerador sin precintos,0
seguridad,Tapa rota,tapa rota, tapa rota,5
ok_equipo,inspección completa al medidor con estados 29710 22027 con carga de 0A,inspeccion completa medidor con estados con carga, inspeccion completa al medidor con estados con carga de a,6
ok_equipo,Conexiones y funcionamiento sin anomalías del puntual y de lindero a inspeccionar local 4086 763725,conexiones funcionamiento sin anomalia puntual lindero inspeccionar local, conexiones y funcionamiento sin anomalias del puntual y de lindero a inspeccionar local ,6
ok_equipo,Se verifica medidor monofásico sin anomalía se realizó comparación de carga con un error de% 2.68 está suministro edenor normal se cambia tapa dejando suministro edenor normal,verifico medidor monofasico sin anomalia realizo comparacion carga con error esta suministro normal cambio tapa dejando suministro normal, se verifica medidor monofasico sin anomalia se realizo comparacion de carga con un error de esta suministro edenor normal se cambia tapa dejando suministro edenor normal,6
