clase_original,texto_original,texto_etl,texto_corregido,id_clase,nro_palabras
intrusion,en sitio XX.XX .se verifico medidor sin precinto de carcasa . se cambio por medidor XXXXXXXX. se cambio tapa . se precinto y sello dejando normalizado. direccion marsella XX . v. madero.,sitio verifico medidor sin precinto carcasa cambio medidor cambio tapa precinto sello dejando normalizado direccion marsella, en sitio se verifico medidor sin precinto de carcasa se cambio por medidor se cambio tapa se precinto y sello dejando normalizado direccion marsella v madero ,0,16
no_identificada,tenia verificacion el dia XX-X -XX fue abierta tapa,verificacion dia fue abierta tapa, tenia verificacion el dia fue abierta tapa,7,5
intrusion,se encontro medidor XXXXXXX con derivacion clandestina. se retiro conexion clandestina. se realizo control in situs. se coloco caja antihurto y termica. se confecciona acta por fraude.,encontro medidor con derivacion clandestina retiro conexion clandestina realizo control interno sitio coloco caja antihurto termica confecciona acta fraude, se encontro medidor con derivacion clandestina se retiro conexion clandestina se realizo control interno en sitio se coloco caja antihurto y termica se confecciona acta por fraude ,0,19
intrusion,se encontro habitaculo vacio sin medidor en conexion directa. se corto conexion directa y se retiro acometida trifasica quedando sin suministro.,encontro habitaculo vacio sin medidor conexion directo corto conexion directo retiro acometida trifasica quedando sin suministro, se encontro habitaculo vacio sin medidor en conexion directa se corto conexion directa y se retiro acometida trifasica quedando sin suministro ,0,16
intrusion,neutro interrumpido se normalizo y se coloca caja hantihurto nueva,neutro interrumpido normalizo coloca caja hantihurto nueva, neutro interrumpido se normalizo y se coloca caja hantihurto nueva,0,7
intrusion,se verifico el medidor XXXXXXX se encontraba con una conexion manipulada de fase a fase de bornera se normalizo quitando conexion manipulada colocando tapa con tornillos de fijacion dejando el suministro sin anomalia,verifico medidor encontraba con conexion manipulada fase fase bornera normalizo quitando conexion manipulada colocando tapa con tornillos fijacion dejando suministro sin anomalia, se verifico el medidor se encontraba con una conexion manipulada de fase a fase de bornera se normalizo quitando conexion manipulada colocando tapa con tornillos de fijacion dejando el suministro sin anomalia,0,22
intrusion,se verifico puente fase a fase se normaliza retirando anomalia controlo medidor fijo precinto cambio tapa y termica. sello habitaculo,verifico puente fase fase normalizo retirando anomalia controlo medidor fijo precinto cambio tapa termica sello habitaculo, se verifico puente fase a fase se normaliza retirando anomalia controlo medidor fijo precinto cambio tapa y termica sello habitaculo,0,16
intrusion,se cambio acometida sin cruce pinchada. se cambio medidor XXXXXXX con estado XXXXX kwh. se dejo caño adicional monoposte por fuera del pilar hasta que cliente repare caño acometida obstruido.,cambio acometida sin cruce pinchada cambio medidor con estado kwh dejo caño adicional monoposte fuera pilar cliente repare caño acometida obstruido, se cambio acometida sin cruce pinchada se cambio medidor con estado kwh se dejo caño adicional monoposte por fuera del pilar hasta que cliente repare caño acometida obstruido ,0,21
intrusion,instalacion caja antihurto por fraude de puente de fase a fase. servicio normalizado.,instalacion caja antihurto fraude puente fase fase servicio normalizado, instalacion caja antihurto por fraude de puente de fase a fase servicio normalizado ,0,9
reparacion,"se verifico medidor quemado, precintos de carcasa faltantes, se retiro peligro se cableo de medidor a tablero, se cambio tapa y termica.",verifico medidor quemado precinto carcasa faltantes retiro peligro cableo medidor tablero cambio tapa termica, se verifico medidor quemado precintos de carcasa faltantes se retiro peligro se cableo de medidor a tablero se cambio tapa y termica ,1,14
intrusion,"se corto conexion fase a fase. se adecuo habitacion, se coloco caja trampa y termica de XXa. se realizo acta",corto conexion fase fase adecuo habitacion coloco caja trampa termica realizo acta, se corto conexion fase a fase se adecuo habitacion se coloco caja trampa y termica de a se realizo acta,0,12
reparacion,se cambio medidor bornera quemada se cambio tapa se corto directo dentro de habitaculo se normalizo,cambio medidor bornera quemada cambio tapa corto directo dentro habitaculo normalizo, se cambio medidor bornera quemada se cambio tapa se corto directo dentro de habitaculo se normalizo,1,11
reparacion,se inspecciono medidor: disco trabado y de observa integridad de precintos. se cambio medidor cambio medidor obsoleto y se coloco tapa monofasica rectangular,inspecciono medidor disco trabado observa integridad precinto cambio medidor cambio medidor obsoleto coloco tapa monofasica rectangular, se inspecciono medidor disco trabado y de observa integridad de precintos se cambio medidor cambio medidor obsoleto y se coloco tapa monofasica rectangular,1,16
intrusion,medidor manipulado numeradores alterado se labro acta se cambio medidor monof.,medidor manipulado numeradores alterado labro acta cambio medidor monofasico, medidor manipulado numeradores alterado se labro acta se cambio medidor monofasico ,0,9
seguridad,se verifica pilar caido y normaliza,verifico pilar caido normalizo, se verifica pilar caido y normaliza,5,4
intrusion,"medidor desconectado y reconectado en forma directa , se normalizo conexion. medidor funciona normal se cambio tapa.",medidor desconectado reconectado forma directo normalizo conexion medidor funciona normal cambio tapa, medidor desconectado y reconectado en forma directa se normalizo conexion medidor funciona normal se cambio tapa ,0,12
intrusion,directo de bornera y medidor quemado/normalizado,directo bornera medidor quemado normalizado, directo de bornera y medidor quemado normalizado,0,5
seguridad,se reconecto acometida cortada por un camion.,reconecto acometida cortado camion, se reconecto acometida cortada por un camion ,5,4
market,medidor alimenta dos comercios y una vivienda,medidor alimenta dos comercios vivienda, medidor alimenta dos comercios y una vivienda,2,5
seguridad,se verifico medidor sin fraude se normaliso seg colocando caja antiurto,verifico medidor sin fraude normalizo seguridad colocando caja antihurto, se verifico medidor sin fraude se normalizo seg colocando caja antihurto,5,11
seguridad,se cambio cable unipolar XX cm de tablero a medidor.se readecuo tapa medidor funciona normal.acometida normal,cambio cable unipolar conexion manipulada tablero medidor readecuo tapa medidor funciona normal acometida normal, se cambio cable unipolar conexion manipulada de tablero a medidor se readecuo tapa medidor funciona normal acometida normal,5,14
visitada,se verifico q en el dia de ayer fue colocado x mi el med. num XXXXXXXX x una espontanea num aXXXXXXXXXX,verifico dia ayer fue colocado medidor numero espontanea numero, se verifico que en el dia de ayer fue colocado por mi el medidor numero por una espontanea numero a ,3,9
visitada,Normalizado El Día Martes XX/XX/XX Con A_XXXXXXXXXX.,normalizado dia martes con, normalizado el dia martes con a ,3,4
visitada,se encontro realisado por la empresa tercialisada el dia de ayer se ajunta foto,encontro realisado empresa tercialisada dia ayer ajunta foto, se encontro realisado por la empresa tercialisada el dia de ayer se ajunta foto,3,8
visitada,cliente ya normalizado con medidor convencional por .,cliente ya normalizado con medidor convencional, cliente ya normalizado con medidor convencional por  ,3,6
market,se retiro medidor y acometida. medidor fuera de sistema.,retiro medidor acometida medidor fuera sistema, se retiro medidor y acometida medidor fuera de sistema ,2,6
market,se encuentra q el medidor n XXXXXX suministra luz a terceros a Xdtos.se tuvo q reiniciar para poder cargar,encontro medidor suministra luz tercero departamentos reiniciar poder cargar, se encuentra que el medidor n suministra luz a terceros a departamentos se tuvo que reiniciar para poder cargar,2,9
sin_realizar,cliente agresivo,cliente agresivo, cliente agresivo,4,2
visitada,se verifica medidor ya cambio el dia XX/XX/XX en el domicilio se encontro el medidor nro XXXXXXXX estado XXXXX/XXXXX dicho medidor figura en actividad auditoria--- emision X/X/XX,verifico medidor ya cambio dia domicilio encontro medidor numero estado dicho medidor figura actividad auditoria emision, se verifica medidor ya cambio el dia en el domicilio se encontro el medidor numero estado dicho medidor figura en actividad auditoria emision ,3,16
no_identificada,se conecto acometida trif.con grua.,conecto acometida trifasico con hidrogrua, se conecto acometida trifasico con grua ,7,5
market,medidor retirado lo deuda.. la vivienda al frente se energiza del medidor n XXXXXXX estado n XXXX. vivienda al fondo..,medidor retirado deuda vivienda frente energiza medidor estado vivienda fondo, medidor retirado lo deuda la vivienda al frente se energiza del medidor n estado n vivienda al fondo ,2,10
market,se coloco med trifasico . se verifico cliente conectado en directo x cuadrilla med trifasico robado,coloco medidor trifasico verifico cliente conectado directo medidor trifasico robado, se coloco medidor trifasico se verifico cliente conectado en directo por cuadrilla medidor trifasico robado,2,10
sin_realizar,nose ubica se llamo a la asociacion y dicen q no pidieron se llamo al matriculado y tampoco ubica este pedido se busco aprox XX minutos,no ubico llamo asociacion dicen no pidieron llamo matriculado tampoco ubico pedido busco aproximado minutos, no se ubica se llamo a la asociacion y dicen que no pidieron se llamo al matriculado y tampoco ubica este pedido se busco aproximado minutos,4,15
market,Se Verificó Medidor N XXXXXXXX Con Cargas . Edificio Con Suministro De Terceros. Encargado No Permite Ingreso. Fotos. Se Dejó Nota Intimacion. Hoja .. Hablado Con Jefaturo Solo Se Intima Y En XXhs Si No Retiro Sum Terceros Se Corta.,verifico medidor con carga edificio con suministro tercero encargado no permite ingreso foto dejo nota intimacion hoja  hablado con jefaturo solo intima hs no retiro suministro tercero corta, se verifico medidor n con cargas edificio con suministro de terceros encargado no permite ingreso fotos se dejo nota intimacion hoja  hablado con jefaturo solo se intima y en hs si no retiro suministro terceros se corta ,2,29
